raw_group_index,source_sample_count,source_sample_ids_file,max_residue_count,source_datasets,source_statuses
15050,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015050_source_ids.txt,155,scPDB,accepted_dominant_chain
15051,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015051_source_ids.txt,154,PDBbind2020,accepted
15052,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015052_source_ids.txt,154,PDBbind2020,accepted
15053,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015053_source_ids.txt,154,PDBbind2020,accepted
15054,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015054_source_ids.txt,154,PDBbind2020,accepted
15055,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015055_source_ids.txt,154,PDBbind2020,accepted_dominant_chain
15056,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015056_source_ids.txt,154,PDBbind2020,accepted
15057,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015057_source_ids.txt,154,PDBbind2020,accepted
15058,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015058_source_ids.txt,154,scPDB,accepted_dominant_chain
15059,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015059_source_ids.txt,154,scPDB,accepted
15060,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015060_source_ids.txt,154,scPDB,accepted_dominant_chain
15061,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015061_source_ids.txt,154,scPDB,accepted
15062,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015062_source_ids.txt,153,PDBbind2020,accepted
15063,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015063_source_ids.txt,153,PDBbind2020,accepted
15064,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015064_source_ids.txt,153,PDBbind2020,accepted
15065,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015065_source_ids.txt,153,PDBbind2020,accepted
15066,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015066_source_ids.txt,153,PDBbind2020,accepted
15067,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015067_source_ids.txt,153,scPDB,accepted
15068,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015068_source_ids.txt,153,scPDB,accepted_dominant_chain
15069,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015069_source_ids.txt,153,scPDB,accepted_dominant_chain
15070,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015070_source_ids.txt,153,scPDB,accepted_dominant_chain
15071,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015071_source_ids.txt,153,scPDB,accepted
15072,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015072_source_ids.txt,153,scPDB,accepted
15073,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015073_source_ids.txt,153,scPDB,accepted
15074,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015074_source_ids.txt,153,scPDB,accepted
15075,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015075_source_ids.txt,152,PDBbind2020,accepted_dominant_chain
15076,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015076_source_ids.txt,152,PDBbind2020,accepted
15077,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015077_source_ids.txt,152,PDBbind2020,accepted_dominant_chain
15078,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015078_source_ids.txt,152,PDBbind2020,accepted
15079,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015079_source_ids.txt,152,PDBbind2020,accepted_dominant_chain
15080,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015080_source_ids.txt,152,scPDB,accepted
15081,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015081_source_ids.txt,152,scPDB,accepted
15082,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015082_source_ids.txt,152,scPDB,accepted_dominant_chain
15083,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015083_source_ids.txt,152,scPDB,accepted
15084,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015084_source_ids.txt,152,scPDB,accepted_pseudo_chainA
15085,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015085_source_ids.txt,152,scPDB,accepted
15086,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015086_source_ids.txt,152,scPDB,accepted
15087,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015087_source_ids.txt,152,scPDB,accepted
15088,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015088_source_ids.txt,152,scPDB,accepted_dominant_chain
15089,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015089_source_ids.txt,152,scPDB,accepted
15090,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015090_source_ids.txt,152,scPDB,accepted
15091,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015091_source_ids.txt,151,PDBbind2020,accepted
15092,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015092_source_ids.txt,151,PDBbind2020,accepted_dominant_chain
15093,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015093_source_ids.txt,151,PDBbind2020,accepted_dominant_chain
15094,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015094_source_ids.txt,151,PDBbind2020,accepted_dominant_chain
15095,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015095_source_ids.txt,151,scPDB,accepted_dominant_chain
15096,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015096_source_ids.txt,151,scPDB,accepted_dominant_chain
15097,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015097_source_ids.txt,151,scPDB,accepted_dominant_chain
15098,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015098_source_ids.txt,151,scPDB,accepted_dominant_chain
15099,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015099_source_ids.txt,151,scPDB,accepted
15100,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015100_source_ids.txt,151,scPDB,accepted
15101,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015101_source_ids.txt,151,scPDB,accepted_dominant_chain
15102,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015102_source_ids.txt,151,scPDB,accepted_dominant_chain
15103,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015103_source_ids.txt,150,PDBbind2020,accepted_dominant_chain
15104,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015104_source_ids.txt,150,PDBbind2020,accepted
15105,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015105_source_ids.txt,150,PDBbind2020,accepted
15106,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015106_source_ids.txt,150,PDBbind2020,accepted
15107,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015107_source_ids.txt,150,scPDB,accepted_dominant_chain
15108,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015108_source_ids.txt,150,scPDB,accepted
15109,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015109_source_ids.txt,150,scPDB,accepted
15110,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015110_source_ids.txt,149,PDBbind2020,accepted
15111,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015111_source_ids.txt,149,PDBbind2020,accepted
15112,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015112_source_ids.txt,149,PDBbind2020,accepted
15113,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015113_source_ids.txt,149,PDBbind2020,accepted
15114,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015114_source_ids.txt,149,scPDB,accepted
15115,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015115_source_ids.txt,149,scPDB,accepted_dominant_chain
15116,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015116_source_ids.txt,149,scPDB,accepted
15117,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015117_source_ids.txt,149,scPDB,accepted
15118,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015118_source_ids.txt,149,scPDB,accepted_dominant_chain
15119,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015119_source_ids.txt,149,scPDB,accepted
15120,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015120_source_ids.txt,149,scPDB,accepted
15121,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015121_source_ids.txt,149,scPDB,accepted
15122,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015122_source_ids.txt,148,PDBbind2020,accepted_pseudo_chainA
15123,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015123_source_ids.txt,148,PDBbind2020,accepted
15124,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015124_source_ids.txt,148,PDBbind2020,accepted
15125,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015125_source_ids.txt,148,scPDB,accepted_dominant_chain
15126,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015126_source_ids.txt,148,scPDB,accepted
15127,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015127_source_ids.txt,148,scPDB,accepted_dominant_chain
15128,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015128_source_ids.txt,148,scPDB,accepted_dominant_chain
15129,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015129_source_ids.txt,148,scPDB,accepted
15130,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015130_source_ids.txt,147,PDBbind2020,accepted
15131,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015131_source_ids.txt,147,PDBbind2020,accepted
15132,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015132_source_ids.txt,147,PDBbind2020,accepted
15133,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015133_source_ids.txt,147,PDBbind2020,accepted
15134,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015134_source_ids.txt,147,PDBbind2020,accepted
15135,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015135_source_ids.txt,147,PDBbind2020,accepted
15136,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015136_source_ids.txt,147,PDBbind2020,accepted_pseudo_chainA
15137,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015137_source_ids.txt,147,scPDB,accepted
15138,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015138_source_ids.txt,147,scPDB,accepted_dominant_chain
15139,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015139_source_ids.txt,147,scPDB,accepted_dominant_chain
15140,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015140_source_ids.txt,147,scPDB,accepted
15141,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015141_source_ids.txt,146,PDBbind2020,accepted
15142,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015142_source_ids.txt,146,PDBbind2020,accepted
15143,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015143_source_ids.txt,146,PDBbind2020,accepted
15144,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015144_source_ids.txt,146,PDBbind2020,accepted
15145,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015145_source_ids.txt,146,scPDB,accepted
15146,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015146_source_ids.txt,146,scPDB,accepted
15147,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015147_source_ids.txt,146,scPDB,accepted_dominant_chain
15148,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015148_source_ids.txt,146,scPDB,accepted_dominant_chain
15149,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015149_source_ids.txt,146,scPDB,accepted
15150,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015150_source_ids.txt,146,scPDB,accepted
15151,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015151_source_ids.txt,145,PDBbind2020,accepted
15152,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015152_source_ids.txt,145,PDBbind2020,accepted
15153,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015153_source_ids.txt,145,PDBbind2020,accepted_dominant_chain
15154,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015154_source_ids.txt,145,PDBbind2020,accepted_dominant_chain
15155,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015155_source_ids.txt,145,PDBbind2020,accepted
15156,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015156_source_ids.txt,145,PDBbind2020,accepted_pseudo_chainA
15157,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015157_source_ids.txt,145,PDBbind2020,accepted
15158,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015158_source_ids.txt,145,scPDB,accepted
15159,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015159_source_ids.txt,145,scPDB,accepted
15160,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015160_source_ids.txt,144,PDBbind2020,accepted
15161,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015161_source_ids.txt,144,PDBbind2020,accepted
15162,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015162_source_ids.txt,144,PDBbind2020,accepted
15163,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015163_source_ids.txt,144,scPDB,accepted
15164,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015164_source_ids.txt,144,scPDB,accepted
15165,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015165_source_ids.txt,144,scPDB,accepted_dominant_chain
15166,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015166_source_ids.txt,144,scPDB,accepted
15167,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015167_source_ids.txt,144,scPDB,accepted_dominant_chain
15168,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015168_source_ids.txt,144,scPDB,accepted_dominant_chain
15169,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015169_source_ids.txt,144,scPDB,accepted_pseudo_chainA
15170,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015170_source_ids.txt,143,PDBbind2020,accepted
15171,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015171_source_ids.txt,143,PDBbind2020,accepted
15172,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015172_source_ids.txt,143,PDBbind2020,accepted
15173,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015173_source_ids.txt,143,scPDB,accepted
15174,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015174_source_ids.txt,143,scPDB,accepted
15175,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015175_source_ids.txt,143,scPDB,accepted
15176,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015176_source_ids.txt,143,scPDB,accepted_dominant_chain
15177,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015177_source_ids.txt,143,scPDB,accepted
15178,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015178_source_ids.txt,142,PDBbind2020,accepted
15179,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015179_source_ids.txt,142,PDBbind2020,accepted
15180,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015180_source_ids.txt,142,PDBbind2020,accepted_dominant_chain
15181,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015181_source_ids.txt,142,PDBbind2020,accepted
15182,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015182_source_ids.txt,142,scPDB,accepted
15183,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015183_source_ids.txt,142,scPDB,accepted
15184,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015184_source_ids.txt,142,scPDB,accepted_dominant_chain
15185,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015185_source_ids.txt,142,scPDB,accepted
15186,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015186_source_ids.txt,142,scPDB,accepted
15187,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015187_source_ids.txt,142,scPDB,accepted
15188,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015188_source_ids.txt,142,scPDB,accepted
15189,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015189_source_ids.txt,141,PDBbind2020,accepted_dominant_chain
15190,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015190_source_ids.txt,141,PDBbind2020,accepted_dominant_chain
15191,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015191_source_ids.txt,141,PDBbind2020,accepted
15192,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015192_source_ids.txt,141,PDBbind2020,accepted
15193,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015193_source_ids.txt,141,PDBbind2020,accepted_dominant_chain
15194,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015194_source_ids.txt,141,PDBbind2020,accepted
15195,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015195_source_ids.txt,141,PDBbind2020,accepted_dominant_chain
15196,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015196_source_ids.txt,141,PDBbind2020,accepted_dominant_chain
15197,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015197_source_ids.txt,141,PDBbind2020,accepted
15198,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015198_source_ids.txt,141,scPDB,accepted
15199,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015199_source_ids.txt,141,scPDB,accepted
15200,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015200_source_ids.txt,140,PDBbind2020,accepted_dominant_chain
15201,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015201_source_ids.txt,140,PDBbind2020,accepted
15202,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015202_source_ids.txt,140,PDBbind2020,accepted
15203,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015203_source_ids.txt,140,PDBbind2020,accepted_dominant_chain
15204,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015204_source_ids.txt,140,PDBbind2020,accepted_dominant_chain
15205,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015205_source_ids.txt,140,PDBbind2020,accepted_dominant_chain
15206,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015206_source_ids.txt,140,scPDB,accepted_dominant_chain
15207,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015207_source_ids.txt,140,scPDB,accepted
15208,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015208_source_ids.txt,140,scPDB,accepted
15209,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015209_source_ids.txt,140,scPDB,accepted
15210,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015210_source_ids.txt,140,scPDB,accepted
15211,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015211_source_ids.txt,140,scPDB,accepted
15212,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015212_source_ids.txt,139,PDBbind2020,accepted
15213,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_015213_source_ids.txt,139,PDBbind2020,accepted
